"","ResponseID","ResponseSet","Name","ExternalDataReference","EmailAddress","Status","StartDate","EndDate","Finished","Intro","Place","ID","Nationality","Age","Sex","English_native","Fluency_1","Fluency_2","Speak_eng","Native_lang","Other_lang","Thanks","Descript","Timing_descript_1","Timing_descript_2","Timing_descript_3","Timing_descript_4","Descript_online","Timing_descript_onli_1","Timing_descript_onli_2","Timing_descript_onli_3","Timing_descript_onli_4","Fragment","Timing_fragment_1","Timing_fragment_2","Timing_fragment_3","Timing_fragment_4","Test_1","Test_2","Start_exp_MPI","Start_Exp_Online","partID","variable","value","trialNumber","setNum","context","question","responsePhoneme","responseType","answer","blockName","lastAnswer","contextSample","responseSample"
"5469","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","IN_2_2","1",26,2,"IN","oQ","other","Q","No","Online","No","IN 2","other 2"
"6711","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","IN_25","1",27,25,"IN",NA,"wh","other","No","Online","No","IN 25","wh 25"
"5820","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","ST_2_8","2",28,8,"ST","oQ","other","Q","Yes","Online","No","ST 8","other 8"
"5712","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","ST_6","1",29,6,"ST",NA,"wh","other","No","Online","Yes","ST 6","wh 6"
"6090","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","ST_2_13","2",30,13,"ST","oQ","other","Q","Yes","Online","No","ST 13","other 13"
"6360","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","ST_2_18","1",31,18,"ST","oQ","other","Q","No","Online","Yes","ST 18","other 18"
"6333","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","IN_3_18","2",32,18,"IN","whNonQ","wh","other","Yes","Online","No","IN 18","wh 18"
"6603","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","IN_3_23","1",33,23,"IN","whNonQ","wh","other","No","Online","Yes","IN 23","wh 23"
"6117","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","IN_4_14","1",34,14,"IN","oNonQ","other","other","No","Online","No","IN 14","other 14"
"5793","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","IN_3_8","1",35,8,"IN","whNonQ","wh","other","No","Online","No","IN 8","wh 8"
"5928","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","ST_4_10","2",36,10,"ST","oNonQ","other","other","Yes","Online","No","ST 10","other 10"
"5550","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","ST_2_3","1",37,3,"ST","oQ","other","Q","No","Online","Yes","ST 3","other 3"
"6171","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","IN_15","1",38,15,"IN",NA,"wh","other","No","Online","No","IN 15","wh 15"
"6009","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","IN_2_12","1",39,12,"IN","oQ","other","Q","No","Online","No","IN 12","other 12"
"6036","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","ST_1_12","2",40,12,"ST","whQ","wh","Q","Yes","Online","No","ST 12","wh 12"
"6522","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","ST_21","1",41,21,"ST",NA,"wh","other","No","Online","Yes","ST 21","wh 21"
"6468","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","ST_4_20","2",42,20,"ST","oNonQ","other","other","Yes","Online","No","ST 20","other 20"
"5442","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","ST_1","2",43,1,"ST","whQ","wh","Q","Yes","Online","Yes","ST 1","wh 1"
"6387","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","IN_4_19","1",44,19,"IN","oNonQ","other","other","No","Online","Yes","IN 19","other 19"
"6063","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","IN_3_13","1",45,13,"IN","whNonQ","wh","other","No","Online","No","IN 13","wh 13"
"5901","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","IN_10","1",46,10,"IN",NA,"wh","other","No","Online","No","IN 10","wh 10"
"5523","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","IN_3_3","1",47,3,"IN","whNonQ","wh","other","No","Online","No","IN 3","wh 3"
"5415","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","IN_1_1","2",48,1,"IN","whQ","wh","Q","Yes","Online","No","IN 1","wh 1"
"6549","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","IN_2_22","1",49,22,"IN","oQ","other","Q","No","Online","Yes","IN 22","other 22"
"5685","R_1FM945C7xx7o9nV","Default Response Set","Anonymous","","","0","2016-07-02 17:42:39","2016-07-02 18:08:08","1","1","1","","New Zealander","37","F","1","","","","","None","1","","2.214","34.873","36.585","2","1","2.218","34.873","36.585","2","1","82.567","83.074","84.758","3","2","2","","1","O12","IN_1_6","1",50,6,"IN","whQ","wh","Q","No","Online","No","IN 6","wh 6"
"6452","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_20","1",1,20,"IN",NA,"wh","other","No","Online","No","IN 20","wh 20"
"5885","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_3_9","2",2,9,"ST","whNonQ","wh","other","Yes","Online","No","ST 9","wh 9"
"5939","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_4_10","2",3,10,"ST","oNonQ","other","other","Yes","Online","Yes","ST 10","other 10"
"5858","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_4_9","1",4,9,"IN","oNonQ","other","other","No","Online","Yes","IN 9","other 9"
"6506","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_1_21","1",5,21,"IN","whQ","wh","Q","No","Online","No","IN 21","wh 21"
"6587","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_1_22","2",6,22,"ST","whQ","wh","Q","Yes","Online","No","ST 22","wh 22"
"5453","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_1","1",7,1,"ST","whQ","wh","Q","No","Online","Yes","ST 1","wh 1"
"5588","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_4_4","1",8,4,"IN","oNonQ","other","other","No","Online","No","IN 4","other 4"
"6668","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_4_24","1",9,24,"IN","oNonQ","other","other","No","Online","No","IN 24","other 24"
"6047","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_1_12","2",10,12,"ST","whQ","wh","Q","Yes","Online","No","ST 12","wh 12"
"6614","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_3_23","1",11,23,"IN","whNonQ","wh","other","No","Online","Yes","IN 23","wh 23"
"6155","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_3_14","2",12,14,"ST","whNonQ","wh","other","Yes","Online","No","ST 14","wh 14"
"5669","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_4_5","2",13,5,"ST","oNonQ","other","other","Yes","Online","Yes","ST 5","other 5"
"6101","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_2_13","2",14,13,"ST","oQ","other","Q","Yes","Online","Yes","ST 13","other 13"
"6749","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_4_25","2",15,25,"ST","oNonQ","other","other","Yes","Online","Yes","ST 25","other 25"
"5912","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_10","1",16,10,"IN",NA,"wh","other","No","Online","Yes","IN 10","wh 10"
"6695","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_3_24","2",17,24,"ST","whNonQ","wh","other","Yes","Online","No","ST 24","wh 24"
"5480","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_2_2","1",18,2,"IN","oQ","other","Q","No","Online","Yes","IN 2","other 2"
"6398","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_4_19","1",19,19,"IN","oNonQ","other","other","No","Online","No","IN 19","other 19"
"5993","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_11","2",20,11,"ST",NA,"wh","other","Yes","Online","No","ST 11","wh 11"
"5723","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_6","2",21,6,"ST",NA,"wh","other","Yes","Online","Yes","ST 6","wh 6"
"6425","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_3_19","2",22,19,"ST","whNonQ","wh","other","Yes","Online","Yes","ST 19","wh 19"
"6290","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_2_17","1",23,17,"IN","oQ","other","Q","No","Online","Yes","IN 17","other 17"
"6263","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_16","2",24,16,"ST",NA,"wh","other","Yes","Online","No","ST 16","wh 16"
"5426","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_1_1","1",25,1,"IN","whQ","wh","Q","No","Online","Yes","IN 1","wh 1"
"6479","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_4_20","2",26,20,"ST","oNonQ","other","other","Yes","Online","No","ST 20","other 20"
"5777","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_1_7","2",27,7,"ST","whQ","wh","Q","Yes","Online","Yes","ST 7","wh 7"
"5642","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_5","1",28,5,"IN","None","none","none","No","Online","Yes","IN 5","none 5"
"6560","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_2_22","1",29,22,"IN","oQ","other","Q","No","Online","No","IN 22","other 22"
"6533","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_21","1",30,21,"ST",NA,"wh","other","No","Online","No","ST 21","wh 21"
"6317","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_1_17","2",31,17,"ST","whQ","wh","Q","Yes","Online","No","ST 17","wh 17"
"6128","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_4_14","2",32,14,"IN","oNonQ","other","other","Yes","Online","Yes","IN 14","other 14"
"5966","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_1_11","1",33,11,"IN","whQ","wh","Q","No","Online","Yes","IN 11","wh 11"
"6236","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_1_16","1",34,16,"IN","whQ","wh","Q","No","Online","No","IN 16","wh 16"
"5804","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_3_8","1",35,8,"IN","whNonQ","wh","other","No","Online","No","IN 8","wh 8"
"5750","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_2_7","1",36,7,"IN","oQ","other","Q","No","Online","No","IN 7","other 7"
"6641","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_2_23","2",37,23,"ST","oQ","other","Q","Yes","Online","No","ST 23","other 23"
"5507","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_1_2","2",38,2,"ST","whQ","wh","Q","Yes","Online","Yes","ST 2","wh 2"
"5696","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_1_6","1",39,6,"IN","whQ","wh","Q","No","Online","Yes","IN 6","wh 6"
"5561","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_2_3","2",40,3,"ST","oQ","other","Q","Yes","Online","No","ST 3","other 3"
"6020","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_2_12","1",41,12,"IN","oQ","other","Q","No","Online","Yes","IN 12","other 12"
"5831","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_2_8","2",42,8,"ST","oQ","other","Q","Yes","Online","No","ST 8","other 8"
"6209","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_4_15","2",43,15,"ST","oNonQ","other","other","Yes","Online","Yes","ST 15","other 15"
"6344","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_3_18","2",44,18,"IN","whNonQ","wh","other","Yes","Online","Yes","IN 18","wh 18"
"6371","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","ST_2_18","2",45,18,"ST","oQ","other","Q","Yes","Online","Yes","ST 18","other 18"
"6722","R_um4pDhngSEyNvvX","Default Response Set","Anonymous","","","0","2016-07-19 13:02:57","2016-07-19 14:24:55","1","1","1","","British","37","F","1","","","","","","1","","4247.698","4247.698","4249.374","1","1","4247.699","4247.699","4249.373","1","1","0","0","37.022","0","1","1","","1","O13","IN_25","1",46,25,"IN",NA,"wh","other","No","Online","Yes","IN 25","wh 25"
